,Name,Category,Year,Profession,Place,Gender,Birthdate,Age,Description,Link,Country
559,Evan Spiegel,TITANS,2017,CEO of Snap Inc.,"Los Angeles, CA",Male,1990-06-04,30,"Evan Thomas Spiegel is an American businessman who is the co-founder and CEO of the American social media company Snap Inc., which he created with Bobby Murphy and Reggie Brown while they were students at Stanford University. Spiegel was the youngest billionaire in the world in 2015. ",https://time.com//collection/2017-time-100/4742747/evan-spiegel/,USA
560,George Church,TITANS,2017,American geneticist,"Tampa, FL",Male,1954-08-28,66,"George McDonald Church is an American geneticist, molecular engineer, and chemist. He is the Robert Winthrop Professor of Genetics at Harvard Medical School, Professor of Health Sciences and Technology at Harvard and MIT, and a founding member of the Wyss Institute for Biologically Inspired Engineering. ",https://time.com//collection/2017-time-100/4742749/george-church/,USA
561,Jean Liu,TITANS,2017,Null,"Beijing, China",Female,1905-05-31,42,"Liu Qing or Jean Liu, is a Chinese business executive. Liu is the President of Didi Chuxing, China's largest mobile transportation platform. She worked at Goldman Sachs Asia for 12 years, becoming a managing director in 2012, before switching to Didi Dache serving as its chief operating officer in July 2014. ",https://time.com//collection/2017-time-100/4742753/jean-liu/,China
562,Tom Brady,TITANS,2017,Football quarterback,"Sacramento, CA",Male,,0,"Thomas Edward Patrick Brady Jr. is an American football quarterback for the Tampa Bay Buccaneers of the National Football League. He spent the first 20 seasons of his career with the New England Patriots, playing in nine Super Bowls and winning six of them, both of which are the most of any player in NFL history. ",https://time.com//collection/2017-time-100/4742760/tom-brady/,USA
563,James Allison,TITANS,2017,Null,"Alice, TX",Male,1948-08-07,72,James Patrick Allison is an American immunologist and Nobel laureate who holds the position of professor and chair of immunology and executive director of immunotherapy platform at the MD Anderson Cancer Center at the University of Texas. His discoveries have led to new cancer treatments for the deadliest cancers. ,https://time.com//collection/2017-time-100/4742750/james-allison/,USA
564,Rebekah Mercer,TITANS,2017,,"Yorktown Heights, NY",Female,1973-12-06,47,"Rebekah Mercer is an American heiress, foundation director, and major Republican donor who oversees the day-to-day operations of philanthropic and political projects for the Mercer family. She began managing the family foundation when the Mercers started getting involved in conservative causes. ",https://time.com//collection/2017-time-100/4742759/rebekah-mercer/,USA
565,Jason Blum,TITANS,2017,American film producer,"Los Angeles, CA",Male,1969-02-20,51,"Jason Ferus Blum is an American film and television producer. He is the founder and CEO of the eponymous Blumhouse Productions, which produced the horror franchises Paranormal Activity, Insidious, and The Purge. ",https://time.com//collection/2017-time-100/4742752/jason-blum/,USA
566,Jeff Bezos,TITANS,2017,CEO of Amazon,"Albuquerque, NM",Male,1964-01-12,56,"Jeffrey Preston Bezos is an American internet entrepreneur, industrialist, media proprietor, and investor. He is best known as the founder, CEO, and president of the multi-national technology company Amazon. ",https://time.com//collection/2017-time-100/4742754/jeff-bezos-2/,USA
567,Vijay Shekhar Sharma,TITANS,2017,Indian businessman,"Aligarh, India",Male,1978-07-08,42,Vijay Shekhar Sharma is an Indian billionaire businessman. He is the founder of financial technology company Paytm. Sharma was ranked as India's youngest billionaire in 2017 by Forbes with a net worth of $2.1 billion. He was in the list of Time Magazine's 100 most influential people in 2017. ,https://time.com//collection/2017-time-100/4742761/vijay-shekhar-sharma/,India
568,Margrethe Vestager,TITANS,2017,Danish Politician,"Glostrup, Denmark",Female,1968-04-13,52,Margrethe Vestager is a Danish social liberal politician serving in the Von der Leyen Commission as Executive Vice President of the European Commission for A Europe Fit for the Digital Age since 1 December 2019 and European Commissioner for Competition since 2014. ,https://time.com//collection/2017-time-100/4742758/margrethe-vestager/,Denmark
569,Simone Biles,ICONS,2017,Gymnast,"Columbus, OH",Female,1997-03-14,23,"Simone Arianne Biles is an American artistic gymnast. With a combined total of 30 Olympic and World Championship medals, Biles is the most decorated American gymnast and the world's third most decorated gymnast, behind Belarus' Vitaly Scherbo and Russia's Larisa Latynina. ",https://time.com//collection/2017-time-100/4736292/simone-biles/,USA
570,Ashley Graham,ICONS,2017,American model,"Lincoln, NE",Female,1987-10-30,33,Null,https://time.com//collection/2017-time-100/4736242/ashley-graham/,USA
571,Cindy Sherman,ICONS,2017,American artist,"Glen Ridge, NJ",Female,1954-01-19,66,"Cynthia Morris Sherman is a Pictures Generation American artist whose work consists primarily of photographic self-portraits, depicting herself in many different contexts and as various imagined characters. ",https://time.com//collection/2017-time-100/4736247/cindy-sherman/,USA
572,John Lewis,ICONS,2017,Null,,Male,1940-02-21,0,John Robert Lewis was an American statesman and civil rights leader who served in the United States House of Representatives for Georgia's 5th congressional district from 1987 until his death in 2020. He was the chairman of the Student Nonviolent Coordinating Committee from 1963 to 1966. ,https://time.com//collection/2017-time-100/4736273/john-lewis/,Null
573,Margaret Atwood,ICONS,2017,Canadian poet,"Ottawa, Canada",Unknown,1939-11-18,81,"Margaret Eleanor Atwood CC OOnt CH FRSC is a Canadian poet, novelist, literary critic, essayist, teacher, environmental activist, and inventor. ",https://time.com//collection/2017-time-100/4736275/margaret-atwood/,Canada
574,Colin Kaepernick,ICONS,2017,American activist,"Milwaukee, WI",Male,1987-11-03,33,Colin Rand Kaepernick is an American civil rights activist and football quarterback who is a free agent. He played six seasons for the San Francisco 49ers in the National Football League. ,https://time.com//collection/2017-time-100/4736257/colin-kaepernick/,USA
575,Jeanette Vizguerra,ICONS,2017,,,Unknown,,0,Null,https://time.com//collection/2017-time-100/4736271/jeanette-vizguerra/,Null
576,Neymar,ICONS,2017,Brazilian soccer player,"Mogi das Cruzes, São Paulo, Brazil",Male,1992-02-05,28,"Neymar da Silva Santos Júnior, known as Neymar, is a Brazilian professional footballer who plays as a forward for Ligue 1 club Paris Saint-Germain and the Brazil national team. He is widely considered as one of the best players in the world. ",https://time.com//collection/2017-time-100/4736277/neymar/,Brazil
577,RuPaul,ICONS,2017,American drag queen,"San Diego, CA",Male,1960-11-17,60,"RuPaul Andre Charles is an American drag queen, actor, model, singer, songwriter, and television personality. Since 2009, he has produced and hosted the reality competition series RuPaul's Drag Race, for which he has received eight Primetime Emmy Awards. ",https://time.com//collection/2017-time-100/4736291/rupaul/,USA
578,Raf Simons,ICONS,2017,Null,"Neerpelt, Pelt, Belgium",Male,1968-01-12,52,"Raf Jan Simons is a Belgian fashion designer. Beginning in furniture design, Simons launched his own menswear label in 1995. He was creative director at Jil Sander, Christian Dior and Calvin Klein. As of 1 April 2020, he is the co-creative director of Prada, in partnership with Miuccia Prada. ",https://time.com//collection/2017-time-100/4736290/raf-simons/,Belgium
579,Biram Dah Abeid,ICONS,2017,Mauritanian Politician,"Rosso, Mauritania",Male,1965-01-12,55,"Biram Ould Dah Ould Abeid is a Mauritanian politician and advocate for the abolition of slavery. He was listed as one of ""10 People Who Changed the World You Might Not Have Heard Of"" by PeaceLinkLive in 2014, and by Time Magazine as one of the 100 Most Influential People"". ",https://time.com//collection/2017-time-100/4736244/biram-dah-abeid/,Mauritania
580,Leila de Lima,ICONS,2017,Senator of the Philippines,"City of Iriga, Philippines",Female,1959-08-27,61,"Leila Norma Eulalia Josefa Magistrado de Lima is a Filipino lawyer, human rights activist, politician, and law professor currently serving as a Senator of the Philippines since 2016. ",https://time.com//collection/2017-time-100/4736274/leila-de-lima/,Philippines
581,David Adjaye,ICONS,2017,Null,"Dar es Salaam, Tanzania",Male,1966-09-22,54,"Sir David Frank Adjaye OBE RA is a Ghanaian-British architect. He is known for designing many notable buildings around the world, including the National Museum of African American History and Culture in Washington, DC, and the Skolkovo Moscow School of Management. Adjaye was born in Dar es Salaam, Tanzania. ",https://time.com//collection/2017-time-100/4736258/david-adjaye/,Tanzania
582,Gretchen Carlson,ICONS,2017,American broadcaster,"Anoka, MN",Female,1966-06-21,54,"Gretchen Elizabeth Carlson is an American broadcast journalist, author, television personality, and female empowerment advocate. ",https://time.com//collection/2017-time-100/4736263/gretchen-carlson/,USA
583,Fatou Bensouda,ICONS,2017,Gambian lawyer,"Banjul, The Gambia",Female,1961-01-31,59,"Fatou Bom Bensouda is a Gambian lawyer and international criminal law prosecutor. She has been the International Criminal Court's chief prosecutor since June 2012, after having served as a Deputy Prosecutor in charge of the Prosecutions Division of the ICC since 2004. ",https://time.com//collection/2017-time-100/4736260/fatou-bensouda/,The Gambia
584,Thelma Aldana,ICONS,2017,Guatemalan jurist,"Gualán, Guatemala",Female,1955-09-27,65,"Thelma Esperanza Aldana Hernández is a Guatemalan jurist and politician, former President of the Supreme Court and former Attorney General. ",https://time.com//collection/2017-time-100/4736293/thelma-aldana/,Guatemala
585,Fan Bingbing,ICONS,2017,Chinese actress,"Qingdao, China",Unknown,1981-09-16,39,"Fan Bingbing is a Chinese actress, model, television producer and singer. Since 2013, Fan has been listed as the highest-paid celebrity in the Forbes China Celebrity 100 list for four years in a row after ranking in the top 10 every year since 2006. ",https://time.com//collection/2017-time-100/4736259/fan-bingbing/,China
586,Viola Davis,ICONS,2017,American actress,"Saint Matthews, SC",Female,1965-08-11,55,"Viola Davis is an American actress and producer. Having won an Academy Award, an Emmy Award, and two Tony Awards, she is the first African-American actress to achieve the ""Triple Crown of Acting"". Time magazine named her one of the 100 most influential people in the world in 2012 and 2017. ",https://time.com//collection/2017-time-100/4736294/viola-davis/,USA
587,Raed Saleh,ICONS,2017,Null,"West Bank, Palestine",Male,1977-06-10,43,Null,https://time.com//collection/2017-time-100/4736289/raed-saleh/,Palestine
588,Cindy Arlette Contreras Bautista,ICONS,2017,Peruvian lawyer,"Ayacucho, Peru",Female,1990-06-26,30,"Cindy Arlette Contreras Bautista is a Peruvian lawyer and social activist. She is an International Women of Courage Award recipient, and was also included in the TIME 100 list of the most influential people. ",https://time.com//collection/2017-time-100/4736245/cindy-arlette-contreras-bautista/,Peru
589,Sandra Oh,PIONEERS,2019,American-Canadian actress,"Nepean, Ottawa, Canada",Female,1971-07-20,49,Sandra Miju Oh is a Canadian-American actress. She is best known for her starring roles as Cristina Yang on the ABC medical drama series Grey's Anatomy and Eve Polastri in the spy thriller series Killing Eve. ,/collection/100-most-influential-people-2019/5567697/sandra-oh,Canada
590,Indya Moore,PIONEERS,2019,American actor,"The Bronx, New York, NY",they,1995-01-17,25,"Indya Adrianna Moore is an American actor and model. They are known for playing the role of Angel Evangelista in the FX television series Pose. Time magazine named the actor one of the 100 most influential people in the world in 2019. Moore is transgender and non-binary, and uses they/them pronouns. ",/collection/100-most-influential-people-2019/5567698/indya-moore,USA
591,Marlon James,PIONEERS,2019,Jamaican writer,"Kingston, Jamaica",Male,1970-11-24,50,"Marlon James is a Jamaican writer. He has written four novels: John Crow's Devil, The Book of Night Women, A Brief History of Seven Killings, winner of the 2015 Man Booker Prize, and Black Leopard, Red Wolf. ",/collection/100-most-influential-people-2019/5567700/marlon-james,Jamaica
592,Chrissy Teigen,PIONEERS,2019,American model,"Delta, UT",Female,1985-11-30,35,"Christine Diane Teigen is an American model, television personality, author, and entrepreneur. She made her professional modeling debut in the annual Sports Illustrated Swimsuit Issue in 2010 and later appeared on the 50th anniversary cover alongside Nina Agdal and Lily Aldridge in 2014. ",/collection/100-most-influential-people-2019/5567708/chrissy-teigen,USA
593,Massimo Bottura,PIONEERS,2019,Italian restaurateur,"Modena, Italy",Male,1962-09-30,58,"Massimo Bottura is an Italian restaurateur and the chef patron of Osteria Francescana, a three-Michelin-star restaurant based in Modena, Italy which has been listed in the top 5 at The World's 50 Best Restaurants Awards since 2010 and received top ratings from L'Espresso, Gambero Rosso and the Touring Club guides. ",/collection/100-most-influential-people-2019/5567706/massimo-bottura,Italy
594,Hasan Minhaj,PIONEERS,2019,American comedian,"Davis, CA",Male,1985-09-23,35,"Hasan Minhaj is an American comedian, writer, producer, political commentator, actor, and television host. Best known for his Netflix show Patriot Act with Hasan Minhaj, he has won two Peabody Awards and two Webby Awards. ",/collection/100-most-influential-people-2019/5567704/hasan-minhaj,USA
595,Samin Nosrat,PIONEERS,2019,American chef,"San Diego, CA",Female,1979-11-07,41,"Samin Nosrat is an American chef, TV host and food writer. She is a regular food columnist for The New York Times Magazine and has a Netflix docu-series based on her cookbook, Salt Fat Acid Heat. ",/collection/100-most-influential-people-2019/5567705/samin-nosrat,USA
596,Ninja,PIONEERS,2019,Null,"Detroit, MI",Male,1991-06-05,29,"Richard Tyler Blevins, better known by his online alias Ninja, is an American streamer, YouTuber, professional gamer, Internet personality, author, and actor. ",/collection/100-most-influential-people-2019/5567713/ninja,USA
597,Arundhati Katju,PIONEERS,2019,Lawyer,"Prayagraj, India",Female,1982-08-19,38,"Arundhati Katju is a lawyer qualified to practice in India and New York. She has litigated many notable cases at the Supreme Court of India and the Delhi High Court, including the Section 377 case, the ... ",/collection/100-most-influential-people-2019/5567711/arundhati-katju-menaka-guruswamy,India
598,Naomi Osaka,PIONEERS,2019,Tennis player,"Chuo Ward, Osaka, Japan",Female,1997-10-16,23,"Naomi Osaka is a Japanese professional tennis player. Osaka has been ranked No. 1 by the Women's Tennis Association, and is the first Asian player to hold the top ranking in singles. She is a three-time Grand Slam singles champion, and is the reigning champion at the US Open. ",/collection/100-most-influential-people-2019/5567714/naomi-osaka,Japan
599,Leah Greenberg,PIONEERS,2019,American activist,"Chevy Chase, MD",Female,1905-06-09,33,"Leah Greenberg is an American political activist and co-founder of the progressive non-profit organization, Indivisible. She is co-author of We Are Indivisible: A Blueprint for Democracy After Trump, published in 2019. ",/collection/100-most-influential-people-2019/5567710/leah-greenberg-ezra-levin,USA
600,Fred Swaniker,PIONEERS,2019,Ghanaian entrepreneur,Ghana,Male,1905-05-29,44,"Fred Swaniker is a Ghanaian entrepreneur and leadership development expert. He has launched four organizations that aim to develop leaders, primarily in Africa. ",/collection/100-most-influential-people-2019/5567703/fred-swaniker,Null
601,Lynn Nottage,PIONEERS,2019,American playwright,"Brooklyn, New York, NY",Female,1964-11-02,56,"Lynn Nottage is an American playwright whose work often deals with the lives of marginalized people. She is a professor of Playwriting at Columbia University. She was the first woman to have won the Pulitzer Prize for Drama twice; the first in 2009 for Ruined, and the second in 2017 for Sweat. ",/collection/100-most-influential-people-2019/5569480/lynn-nottage,USA
602,Tara Westover,PIONEERS,2019,American memoirist,"Clifton, ID",Female,1986-09-27,34,"Tara Westover is an American memoirist, essayist and historian. Her memoir Educated debuted at #1 on The New York Times bestseller list and was a finalist for a number of national awards, including the LA Times Book Prize, PEN America's Jean Stein Book Award, and two awards from the National Book Critics Circle Award. ",/collection/100-most-influential-people-2019/5567699/tara-westover,USA
603,Adam Bowen,PIONEERS,2019,American businessman,"Washington, DC",Male,,0,"Adam Bowen is an American businessman, and the co-founder and chief technology officer of Juul Labs, an electronic cigarette company. Bowen earned a BA in physics from Pomona College, followed by an MS in product design from Stanford University. ",/collection/100-most-influential-people-2019/5567701/adam-bowen-james-monsees,USA
604,Barbara Rae-Venter,PIONEERS,2019,American genealogist,"Auckland, New Zealand",Female,1948-07-17,72,Barbara Rae-Venter is a New Zealand-born American genetic genealogist and retired patent attorney best known for her work helping police and investigators identify a suspect in the Golden State Killer case. ,/collection/100-most-influential-people-2019/5567712/barbara-rae-venter,New Zealand
605,He Jiankui,PIONEERS,2019,,"Xinhua County, Loudi, China",Male,1905-06-06,36,"He Jiankui is a Chinese biophysics researcher who was an associate professor in the Department of Biology of the Southern University of Science and Technology in Shenzhen, China. ",/collection/100-most-influential-people-2019/5567707/he-jiankui,China
606,Aileen Lee,PIONEERS,2019,Venture capitalist,"Staten Island, New York, NY",Female,1905-05-23,50,"Aileen Lee is a U.S. seed investor. A venture capital investor, she is the founder of Cowboy Ventures. Lee coined the often-used Silicon Valley term unicorn in a TechCrunch article ""Welcome To The Unicorn Club: Learning from Billion-Dollar Startups"" as profiled in The New York Times. ",/collection/100-most-influential-people-2019/5567702/aileen-lee,USA
607,Jay O'Neal and Emily Comer,PIONEERS,2019,Null,,Unknown,,0,Null,/collection/100-most-influential-people-2019/5567709/jay-oneal-emily-comer,Null
608,Shep Doeleman,PIONEERS,2019,Astrophysicist,"Wilsele, Leuven, Belgium",Male,1905-05-20,53,"Sheperd ""Shep"" S. Doeleman is an American astrophysicist. His research focuses on super massive black holes with sufficient resolution to directly observe the event horizon. ",/collection/100-most-influential-people-2019/5572134/shep-doeleman,Belgium
609,Dwayne Johnson,ARTISTS,2019,Actor,"Hayward, CA",Male,1972-05-02,48,"Dwayne Douglas Johnson, also known by his ring name the Rock, is an American-Canadian actor, producer, businessman, retired professional wrestler, and former American football and Canadian football player. He wrestled for the World Wrestling Federation for eight years prior to pursuing an acting career. ",/collection/100-most-influential-people-2019/5567856/dwayne-johnson,USA
610,Regina King,ARTISTS,2019,American actress,"Los Angeles, CA",Female,1971-01-15,49,"Regina Rene King is an American actress and director. She is the recipient of several awards, including an Academy Award, a Golden Globe Award, and four acting Primetime Emmy Awards, the most for an African-American performer. Time magazine named her one of the 100 most influential people in the world in 2019. ",/collection/100-most-influential-people-2019/5567860/regina-king,USA
611,Khalid,ARTISTS,2019,American singer-songwriter,"Fort Stewart, GA",Male,1998-02-11,22,Khalid Donnel Robinson is an American singer and songwriter. He is signed to Right Hand Music Group and RCA Records. ,/collection/100-most-influential-people-2019/5567874/khalid,USA
612,Emilia Clarke,ARTISTS,2019,Actress,"London, United Kingdom",Female,1986-10-23,34,"Emilia Isobel Euphemia Rose Clarke is an English actress. She studied at the Drama Centre London, appearing in a number of stage productions, including one by the Company of Angels. Her television debut came with a guest appearance in an episode of the BBC One medical soap opera Doctors in 2009. ",/collection/100-most-influential-people-2019/5567865/emilia-clarke,United Kingdom
613,BTS,ARTISTS,2019,Boy band,"Seoul, South Korea",Unknown,,0,"BTS, also known as the Bangtan Boys, is a seven-member South Korean boy band that began formation in 2010 and debuted in 2013 under Big Hit Entertainment. The septet—composed of RM, Jin, Suga, J-Hope, Jimin, V, and Jungkook—co-writes and co-produces much of their own output. ",/collection/100-most-influential-people-2019/5567876/bts,South Korea
614,Brie Larson,ARTISTS,2019,American actress,"Sacramento, CA",Unknown,1989-10-01,31,"Brianne Sidonie Desaulniers, known professionally as Brie Larson, is an American actress and filmmaker. ",/collection/100-most-influential-people-2019/5567861/brie-larson,USA
615,Joanna and Chip Gaines,ARTISTS,2019,2013 ‚Äß Reality ‚Äß 5 seasons,"Waco, TX",Unknown,,0,"Chip and Joanna Gaines own and operate Magnolia Homes, a remodeling and design business in Waco, Texas, and ""Fixer Upper"" shows the process by which the couple turn dilapidated but potential-rich houses into showplaces that are helping revitalize whole neighborhoods throughout central Texas. Chip ma… MORE",/collection/100-most-influential-people-2019/5567870/joanna-chip-gaines,USA
616,Ariana Grande,ARTISTS,2019,American singer,"Boca Raton, FL",Female,1993-06-26,27,"Ariana Grande-Butera is an American singer and actress. Born in Boca Raton, Florida, Grande began her career at age 15 in the 2008 Broadway musical 13. She rose to fame for her role as Cat Valentine in the Nickelodeon television series Victorious and Sam & Cat. ",/collection/100-most-influential-people-2019/5567873/ariana-grande,USA
617,Mahershala Ali,ARTISTS,2019,American actor,"Oakland, CA",Unknown,1974-02-16,46,"Mahershala Ali is an American actor and former rapper who is the recipient of several accolades, including two Academy Awards, three Screen Actors Guild Awards, a BAFTA award, a Golden Globe Award and a Primetime Emmy Award. Time magazine named him one of the 100 most influential people in the world in 2019. ",/collection/100-most-influential-people-2019/5567869/mahershala-ali,USA
618,Glenn Close,ARTISTS,2019,American actress,"Greenwich, CT",Female,1947-03-19,73,"Glenn Close is an American actress and producer. ""Long considered one of the great actresses of our time"", according to Vanity Fair, she is the recipient of numerous awards, including three Primetime Emmy Awards, three Tony Awards, and three Golden Globe Awards. ",/collection/100-most-influential-people-2019/5567858/glenn-close,USA
619,Rami Malek,ARTISTS,2019,American actor,"Torrance, CA",Male,1981-05-12,39,"Rami Said Malek is an American actor and producer. He is best known for portraying computer hacker Elliot Alderson in the USA Network television series Mr. Robot, for which he received accolades such ... ",/collection/100-most-influential-people-2019/5567857/rami-malek,USA
620,Luchita Hurtado,ARTISTS,2019,Venezuelan painter,"Caracas, Venezuela",Female,,0,"Luchita Hurtado was a Venezuelan-born American painter based in Santa Monica, California, and Arroyo Seco, New Mexico. Born in Venezuela, she moved to the United States as a child. ",/collection/100-most-influential-people-2019/5567871/luchita-hurtado,Venezuela
621,Ozuna,ARTISTS,2019,Singer,"San Juan, Puerto Rico",Male,1992-03-13,28,"Juan Carlos Ozuna Rosado, known simply by his surname Ozuna, is a Puerto Rican reggaeton and Latin trap singer. All of his studio albums have reached the top of the Billboard Top Latin Albums, with Aura charting at number seven on the Billboard 200. ",/collection/100-most-influential-people-2019/5567875/ozuna,Puerto Rico
622,dream hampton,ARTISTS,2019,American filmmaker,"Detroit, MI",Female,1905-05-25,48,"Dream Hampton is an American filmmaker, producer, and writer. Her work includes the 2019 Lifetime documentary series Surviving R. Kelly, which she executive produced, and the 2012 An Oversimplification of Her Beauty, which she co-executive produced. She co-wrote Jay-Z's 2010 memoir, Decoded. ",/collection/100-most-influential-people-2019/5567877/dream-hampton,USA
623,Richard Madden,ARTISTS,2019,Actor,"Elderslie, United Kingdom",Male,1986-06-18,34,"Richard Madden is a Scottish actor. Born and raised in Renfrewshire near Glasgow, Madden rose to prominence in 2011 for his portrayal of Robb Stark in the first three seasons of HBO's fantasy drama Game of Thrones, for which he received the Screen International Award for Star of Tomorrow. ",/collection/100-most-influential-people-2019/5567867/richard-madden,United Kingdom
624,Yalitza Aparicio,ARTISTS,2019,Mexican actress,"Tlaxiaco, Mexico",Female,1993-12-11,26,"Yalitza Aparicio Martínez is a Mexican actress. She made her film debut as Cleo in Alfonso Cuarón's 2018 drama Roma, which earned her a nomination for the Academy Award for Best Actress. Yalitza Co-Hosted the 2020 Latin Grammys. In 2019, Time magazine named her one of the 100 most influential people in the world. ",/collection/100-most-influential-people-2019/5567863/yalitza-aparicio,Mexico
625,Clare Waight Keller,ARTISTS,2019,British stylist,United Kingdom,Unknown,1970-08-19,50,"Clare Waight Keller is a British stylist and fashion designer, who has served as the Artistic Director for a number of luxury fashion houses and brands, including Pringle of Scotland, Chloé, and Givenchy. ",/collection/100-most-influential-people-2019/5567872/clare-waight-keller,Null
626,Nancy Pelosi,ARTISTS,2019,Null,"Baltimore, MD",Female,1940-03-26,80,"Nancy Patricia Pelosi is an American politician serving as Speaker of the United States House of Representatives since 2019, and previously from 2007 to 2011. Pelosi has served as a U.S. representative from California since 1987. ",/collection/100-most-influential-people-2019/5567750/nancy-pelosi-2,USA
627,Donald Trump,LEADERS,2019,45th US President,"New York, NY",Male,1946-06-14,74,"Donald John Trump is the 45th and current president of the United States. Before entering politics, he was a businessman and television personality. ",/collection/100-most-influential-people-2019/5567754/donald-trump-3,USA
628,Greta Thunberg,LEADERS,2019,Swedish activist,"Stockholm, Sweden",Female,2003-01-03,17,Greta Tintin Eleonora Ernman Thunberg is a Swedish environmental activist who is internationally known for challenging world leaders to take immediate action against climate change. ,/collection/100-most-influential-people-2019/5567758/greta-thunberg,Sweden
629,Andrés Manuel López Obrador,LEADERS,2019,President of Mexico,"Tepetitán, Tabasco, Mexico",Male,1953-11-13,67,Andrés Manuel López Obrador is the current president of Mexico who took office on 1 December 2018. ,/collection/100-most-influential-people-2019/5567771/andres-manuel-lopez-obrador,Mexico
630,Alexandria Ocasio-Cortez,LEADERS,2019,Null,"The Bronx, New York, NY",Female,1989-10-13,31,"Alexandria Ocasio-Cortez, also known by her initials AOC, is an American politician serving as the U.S. Representative for New York's 14th congressional district since 2019. The district includes the eastern part of the Bronx, portions of north-central Queens, and Rikers Island in New York City. ",/collection/100-most-influential-people-2019/5567752/alexandria-ocasio-cortez,USA
631,Jacinda Ardern,LEADERS,2019,Prime Minister of New Zealand,"Hamilton, New Zealand",Female,1980-07-26,40,"Jacinda Kate Laurell Ardern is a New Zealand politician who has been serving as the 40th prime minister of New Zealand and leader of the Labour Party since 2017. First elected to the House of Representatives as a list MP in 2008, she has been the member of Parliament for Mount Albert since March 2017. ",/collection/100-most-influential-people-2019/5567767/jacinda-ardern,New Zealand
632,Juan Guaidó,LEADERS,2019,Venezuelan Politician,"La Guaira, Venezuela",Male,1983-07-28,37,"Juan Gerardo Guaidó Márquez is a Venezuelan politician, a former member of the social-democratic Popular Will party, federal deputy to the National Assembly representing the state of Vargas. ",/collection/100-most-influential-people-2019/5567772/juan-guaido,Venezuela
633,Abiy Ahmed,LEADERS,2019,Prime Minister of Ethiopia,"Beshasha, Ethiopia",Unknown,1976-08-15,44,Abiy Ahmed Ali is an Ethiopian politician serving as 4th Prime Minister of the Federal Democratic Republic of Ethiopia since 2 April 2018. ,/collection/100-most-influential-people-2019/5567759/abiy-ahmed,Ethiopia
634,Mitch McConnell,LEADERS,2019,Null,"Sheffield, AL",Unknown,1942-02-20,78,Addison Mitchell McConnell Jr. is an American politician currently serving as Kentucky's senior United States senator and as Senate majority leader. ,/collection/100-most-influential-people-2019/5567755/mitch-mcconnell,USA
635,Brett Kavanaugh,LEADERS,2019,Associate Justice of the Supreme Court of the United States,"Washington, D.C.",Male,1965-02-12,55,"Brett Michael Kavanaugh is an Associate Justice of the Supreme Court of the United States. He was nominated by President Donald Trump on July 9, 2018, and has served since October 6, 2018. ",/collection/100-most-influential-people-2019/5567753/brett-kavanaugh,D.C.
636,Jane Goodall,LEADERS,2019,Primatologist,"London, United Kingdom",Female,1934-04-03,86,"Dame Jane Morris Goodall DBE, formerly Baroness Jane van Lawick-Goodall, is an English primatologist and anthropologist. ",/collection/100-most-influential-people-2019/5567774/jane-goodall,United Kingdom
637,Benjamin Netanyahu,LEADERS,2019,Prime Minister of Israel,"Tel Aviv-Yafo, Israel",Unknown,1949-10-21,71,"Benjamin Netanyahu is an Israeli politician serving as Prime Minister of Israel since 2009, and previously from 1996 to 1999. Netanyahu is also the Chairman of the Likud – National Liberal Movement. ",/collection/100-most-influential-people-2019/5567777/benjamin-netanyahu,Israel
638,Zhang Yiming,LEADERS,2019,Chinese internet entrepreneur,"Longyan, China",Male,1983-04-01,37,"Zhang Yiming is a Chinese billionaire internet entrepreneur. He founded ByteDance in 2012 and developed the news aggregator Toutiao and the video sharing platform TikTok, formerly known as Musical.ly. ",/collection/100-most-influential-people-2019/5567716/zhang-yiming,China
639,Hoesung Lee,LEADERS,2019,Null,"Yesan-gun, South Korea",Male,1945-12-31,74,"Hoesung Lee is a South Korean economist and current chair of the Intergovernmental Panel on Climate Change. He is professor in the economics of climate change, energy and sustainable development in the Graduate School of Energy, Environment, Policy & Technology at Korea University in the Republic of Korea. ",/collection/100-most-influential-people-2019/5567776/hoesung-lee,South Korea
640,William Barr,LEADERS,2019,United States Attorney General,"New York, NY",Male,1950-05-23,70,"William Pelham Barr is an American attorney serving as the 85th United States Attorney General since 2019, previously holding the office from 1991 to 1993. From 1973 to 1977, Barr was employed by the Central Intelligence Agency during his schooling years. He then served as a law clerk to judge Malcolm Richard Wilkey. ",/collection/100-most-influential-people-2019/5567756/william-barr,USA
641,Pope Francis,LEADERS,2019,,"Flores, Buenos Aires, Argentina",Male,1936-12-17,83,"Pope Francis is the head of the Catholic Church and sovereign of the Vatican City State. Francis is the first Jesuit pope, the first from the Americas, the first from the Southern Hemisphere, and the first pope from outside Europe since the Syrian Gregory III, who reigned in the 8th century. ",/collection/100-most-influential-people-2019/5567773/pope-francis-2,Argentina
642,Xi Jinping,LEADERS,2019,General Secretary of the Chinese Communist Party,"Beijing, China",Male,1953-06-15,67,"Xi Jinping is a Chinese politician who has served as General Secretary of the Chinese Communist Party and Chairman of the Central Military Commission since 2012, and President of the People's Republic of China since 2013. ",/collection/100-most-influential-people-2019/5567763/xi-jinping,China
